predict,actual,fold
4.24E-01,1.00E+00,0
5.62E-02,0.00E+00,0
1.05E-02,0.00E+00,0
1.53E-02,0.00E+00,0
9.98E-01,1.00E+00,0
1.63E-02,0.00E+00,0
1.41E-02,0.00E+00,0
1.29E-02,0.00E+00,0
1.05E-02,0.00E+00,0
1.79E-02,0.00E+00,0
9.74E-01,1.00E+00,0
1.47E-02,0.00E+00,0
3.65E-03,0.00E+00,0
5.83E-03,0.00E+00,0
5.96E-03,0.00E+00,0
3.63E-03,0.00E+00,0
5.41E-03,0.00E+00,0
1.23E-02,0.00E+00,0
3.04E-03,0.00E+00,0
6.27E-02,1.00E+00,0
8.81E-03,0.00E+00,0
2.99E-03,0.00E+00,0
9.91E-01,1.00E+00,0
5.45E-03,0.00E+00,0
1.13E-02,0.00E+00,0
6.10E-01,1.00E+00,0
4.99E-01,1.00E+00,0
1.00E-01,1.00E+00,0
9.02E-03,0.00E+00,0
1.27E-02,0.00E+00,0
3.14E-03,0.00E+00,0
4.25E-03,0.00E+00,0
5.62E-01,1.00E+00,0
2.36E-01,1.00E+00,0
1.11E-01,1.00E+00,0
3.01E-03,0.00E+00,0
9.41E-01,1.00E+00,0
6.99E-03,0.00E+00,0
9.50E-01,1.00E+00,0
3.41E-03,0.00E+00,0
4.47E-03,0.00E+00,0
8.79E-03,0.00E+00,0
5.45E-03,0.00E+00,0
5.18E-03,0.00E+00,0
8.60E-03,0.00E+00,0
3.91E-03,0.00E+00,0
1.56E-02,0.00E+00,0
2.97E-03,0.00E+00,0
6.33E-03,0.00E+00,0
4.05E-03,0.00E+00,0
3.57E-03,0.00E+00,0
2.72E-03,0.00E+00,0
4.54E-03,0.00E+00,0
3.48E-03,0.00E+00,0
4.34E-03,0.00E+00,0
7.15E-03,0.00E+00,0
7.20E-03,0.00E+00,0
2.59E-03,0.00E+00,0
1.12E-02,1.00E+00,0
3.93E-01,1.00E+00,0
3.07E-03,0.00E+00,0
2.51E-03,0.00E+00,0
5.08E-03,0.00E+00,0
5.64E-03,0.00E+00,0
2.79E-03,0.00E+00,0
2.90E-03,0.00E+00,0
3.31E-03,0.00E+00,0
2.73E-03,0.00E+00,0
3.70E-03,0.00E+00,0
3.59E-03,0.00E+00,0
4.31E-03,0.00E+00,0
6.63E-03,0.00E+00,0
1.54E-02,0.00E+00,0
8.21E-03,0.00E+00,0
9.56E-03,0.00E+00,0
1.45E-02,0.00E+00,0
6.81E-03,0.00E+00,0
8.60E-03,0.00E+00,0
9.95E-01,1.00E+00,0
3.01E-03,0.00E+00,0
3.72E-03,0.00E+00,0
4.90E-03,0.00E+00,0
2.89E-03,0.00E+00,0
4.45E-03,0.00E+00,0
5.12E-03,0.00E+00,0
2.53E-03,0.00E+00,0
2.63E-03,0.00E+00,0
6.35E-03,0.00E+00,0
3.27E-03,0.00E+00,0
2.60E-03,0.00E+00,0
9.70E-03,0.00E+00,0
2.66E-03,0.00E+00,0
2.67E-03,0.00E+00,0
2.70E-03,0.00E+00,0
3.64E-03,0.00E+00,0
7.83E-03,0.00E+00,0
1.17E-02,0.00E+00,0
6.71E-03,0.00E+00,0
6.80E-03,0.00E+00,0
1.13E-02,0.00E+00,0
1.60E-02,0.00E+00,0
5.98E-03,0.00E+00,0
1.06E-02,0.00E+00,0
5.10E-03,0.00E+00,0
2.88E-03,0.00E+00,0
3.08E-03,0.00E+00,0
3.30E-03,0.00E+00,0
8.98E-03,0.00E+00,0
4.49E-03,0.00E+00,0
4.93E-03,0.00E+00,0
4.47E-03,0.00E+00,0
5.72E-03,0.00E+00,0
2.81E-03,0.00E+00,0
7.12E-03,0.00E+00,0
1.24E-02,0.00E+00,0
6.96E-03,0.00E+00,0
7.53E-03,0.00E+00,0
5.79E-03,0.00E+00,0
4.53E-03,0.00E+00,0
1.64E-02,0.00E+00,0
4.32E-03,0.00E+00,0
8.83E-03,0.00E+00,0
9.28E-03,0.00E+00,0
1.22E-02,0.00E+00,0
1.22E-02,0.00E+00,0
1.47E-02,0.00E+00,0
1.07E-02,0.00E+00,0
8.91E-03,0.00E+00,0
7.91E-03,0.00E+00,0
4.40E-03,0.00E+00,0
3.61E-03,0.00E+00,0
4.73E-03,0.00E+00,0
1.15E-02,0.00E+00,0
1.17E-02,0.00E+00,0
4.90E-03,0.00E+00,0
3.61E-01,0.00E+00,0
4.12E-03,0.00E+00,0
3.32E-03,0.00E+00,0
1.17E-02,0.00E+00,0
5.47E-03,0.00E+00,0
2.97E-03,0.00E+00,0
2.92E-03,0.00E+00,0
1.20E-02,0.00E+00,0
1.48E-02,0.00E+00,0
1.50E-02,0.00E+00,0
3.74E-03,0.00E+00,0
1.50E-02,1.00E+00,0
1.10E-02,0.00E+00,0
1.51E-02,0.00E+00,0
5.74E-03,0.00E+00,0
1.14E-02,0.00E+00,0
3.14E-03,0.00E+00,0
7.26E-03,0.00E+00,0
1.03E-02,0.00E+00,0
1.46E-02,0.00E+00,0
7.44E-03,0.00E+00,0
1.45E-02,0.00E+00,0
7.96E-03,0.00E+00,0
1.32E-02,0.00E+00,0
1.45E-02,0.00E+00,0
5.59E-03,0.00E+00,0
1.31E-02,0.00E+00,0
5.60E-03,0.00E+00,0
5.87E-03,0.00E+00,0
6.91E-03,0.00E+00,0
9.46E-03,0.00E+00,0
4.34E-03,0.00E+00,0
5.27E-01,1.00E+00,0
8.43E-02,1.00E+00,0
3.23E-03,0.00E+00,0
2.74E-03,0.00E+00,0
9.41E-01,1.00E+00,0
3.03E-03,0.00E+00,0
9.06E-03,0.00E+00,0
9.87E-01,1.00E+00,0
4.75E-03,0.00E+00,0
3.14E-03,0.00E+00,0
3.08E-03,0.00E+00,0
3.36E-03,0.00E+00,0
3.19E-03,0.00E+00,0
6.37E-03,0.00E+00,0
1.12E-02,0.00E+00,0
3.39E-03,0.00E+00,0
7.66E-03,0.00E+00,0
1.50E-02,0.00E+00,0
6.38E-03,0.00E+00,0
2.07E-01,1.00E+00,0
4.74E-03,0.00E+00,0
9.59E-02,0.00E+00,0
1.70E-02,0.00E+00,0
9.14E-03,0.00E+00,0
9.39E-03,0.00E+00,0
4.62E-03,0.00E+00,0
1.07E-02,0.00E+00,0
1.26E-02,0.00E+00,0
1.20E-02,0.00E+00,0
3.75E-03,0.00E+00,0
6.41E-03,0.00E+00,0
9.39E-03,0.00E+00,0
2.71E-02,0.00E+00,0
1.54E-01,0.00E+00,0
2.44E-01,0.00E+00,0
1.03E-02,0.00E+00,0
2.85E-03,0.00E+00,0
3.51E-03,0.00E+00,0
3.61E-03,0.00E+00,0
1.32E-02,0.00E+00,0
8.20E-01,0.00E+00,0
1.92E-02,0.00E+00,0
8.01E-03,0.00E+00,0
6.48E-01,0.00E+00,0
4.70E-03,0.00E+00,0
1.11E-01,0.00E+00,0
1.24E-02,0.00E+00,0
1.43E-02,0.00E+00,0
5.34E-03,0.00E+00,0
3.32E-02,0.00E+00,0
4.77E-03,0.00E+00,0
9.84E-01,0.00E+00,0
1.94E-01,0.00E+00,0
1.38E-02,0.00E+00,0
3.07E-03,0.00E+00,0
3.21E-03,0.00E+00,0
1.82E-01,0.00E+00,0
4.54E-03,0.00E+00,0
1.24E-02,0.00E+00,0
2.34E-03,0.00E+00,0
2.62E-03,0.00E+00,0
2.78E-03,0.00E+00,0
2.72E-03,0.00E+00,0
2.74E-03,0.00E+00,0
2.97E-03,0.00E+00,0
7.76E-03,0.00E+00,0
2.49E-03,0.00E+00,0
5.61E-03,0.00E+00,0
2.71E-03,0.00E+00,0
3.12E-03,0.00E+00,0
1.50E-02,0.00E+00,0
2.50E-03,0.00E+00,0
2.86E-03,0.00E+00,0
5.47E-03,0.00E+00,0
2.42E-03,0.00E+00,0
2.77E-03,0.00E+00,0
2.35E-03,0.00E+00,0
2.46E-03,0.00E+00,0
1.87E-03,0.00E+00,0
2.07E-03,0.00E+00,0
5.47E-03,0.00E+00,0
2.33E-03,0.00E+00,0
2.57E-03,0.00E+00,0
2.74E-03,0.00E+00,0
5.60E-03,0.00E+00,0
2.55E-03,0.00E+00,0
2.86E-03,0.00E+00,0
5.22E-03,0.00E+00,0
9.86E-03,0.00E+00,0
5.50E-03,0.00E+00,0
4.64E-03,0.00E+00,0
6.26E-03,0.00E+00,0
5.74E-03,0.00E+00,0
9.42E-03,0.00E+00,0
8.64E-03,0.00E+00,0
6.67E-03,0.00E+00,0
8.97E-03,0.00E+00,0
2.29E-03,0.00E+00,0
8.98E-03,0.00E+00,0
2.45E-03,0.00E+00,0
2.41E-03,0.00E+00,0
3.24E-03,0.00E+00,0
2.45E-03,0.00E+00,0
2.77E-03,0.00E+00,0
2.59E-03,0.00E+00,0
3.04E-03,0.00E+00,0
2.00E-03,0.00E+00,0
1.03E-02,0.00E+00,0
4.67E-03,0.00E+00,0
2.77E-03,0.00E+00,0
6.97E-03,0.00E+00,0
7.43E-03,0.00E+00,0
2.98E-03,0.00E+00,0
3.37E-03,0.00E+00,0
1.26E-02,0.00E+00,0
1.72E-02,0.00E+00,0
6.52E-03,0.00E+00,0
9.59E-03,0.00E+00,0
4.94E-03,0.00E+00,0
7.87E-03,0.00E+00,0
5.20E-03,0.00E+00,0
4.57E-03,0.00E+00,0
1.52E-02,0.00E+00,0
4.45E-03,0.00E+00,0
2.90E-03,0.00E+00,0
1.91E-02,0.00E+00,0
3.03E-03,0.00E+00,0
7.44E-03,0.00E+00,0
4.28E-03,0.00E+00,0
6.73E-03,0.00E+00,0
2.89E-03,0.00E+00,0
2.78E-03,0.00E+00,0
1.04E-02,0.00E+00,0
3.32E-03,0.00E+00,0
1.00E-02,0.00E+00,0
3.38E-03,0.00E+00,0
9.58E-03,0.00E+00,0
1.08E-02,0.00E+00,0
1.64E-02,0.00E+00,0
1.40E-02,0.00E+00,0
1.23E-02,0.00E+00,0
1.50E-02,0.00E+00,0
1.06E-02,0.00E+00,0
3.04E-03,0.00E+00,0
3.59E-03,0.00E+00,0
7.57E-03,0.00E+00,0
8.71E-03,0.00E+00,0
3.16E-03,0.00E+00,0
3.05E-03,0.00E+00,0
3.05E-03,0.00E+00,0
2.93E-03,0.00E+00,0
4.12E-01,1.00E+00,0
3.64E-02,1.00E+00,0
3.21E-03,0.00E+00,0
2.52E-03,0.00E+00,0
1.19E-02,0.00E+00,0
2.86E-03,0.00E+00,0
7.15E-03,0.00E+00,0
2.76E-03,0.00E+00,0
2.97E-03,0.00E+00,0
3.92E-03,0.00E+00,0
2.73E-03,0.00E+00,0
2.37E-03,0.00E+00,0
2.98E-03,0.00E+00,0
2.96E-03,0.00E+00,0
3.55E-03,0.00E+00,0
5.51E-03,0.00E+00,0
9.38E-02,1.00E+00,0
5.94E-01,1.00E+00,0
7.63E-01,1.00E+00,0
9.93E-01,1.00E+00,0
6.14E-01,1.00E+00,0
1.63E-01,1.00E+00,0
6.11E-01,1.00E+00,0
4.47E-01,1.00E+00,0
3.02E-01,1.00E+00,0
9.48E-01,1.00E+00,0
7.78E-01,1.00E+00,0
1.09E-01,1.00E+00,0
2.33E-02,1.00E+00,0
9.57E-01,1.00E+00,0
1.56E-01,1.00E+00,0
6.97E-01,1.00E+00,0
2.65E-02,1.00E+00,0
3.74E-01,1.00E+00,0
1.40E-01,1.00E+00,0
2.86E-01,1.00E+00,0
4.92E-01,1.00E+00,0
4.49E-01,1.00E+00,0
7.25E-01,1.00E+00,0
1.00E+00,1.00E+00,0
9.04E-01,1.00E+00,0
6.17E-01,1.00E+00,0
8.50E-01,1.00E+00,0
8.04E-03,0.00E+00,0
3.25E-03,0.00E+00,0
3.15E-03,0.00E+00,0
1.98E-02,0.00E+00,0
3.18E-03,0.00E+00,0
4.56E-03,0.00E+00,0
3.04E-03,0.00E+00,0
4.74E-03,0.00E+00,0
3.35E-03,0.00E+00,0
3.74E-03,0.00E+00,0
3.54E-03,0.00E+00,0
2.63E-03,0.00E+00,0
5.33E-01,0.00E+00,0
3.27E-03,0.00E+00,0
2.76E-03,0.00E+00,0
2.84E-03,0.00E+00,0
4.71E-03,0.00E+00,0
3.97E-03,0.00E+00,0
2.66E-03,0.00E+00,0
2.76E-03,0.00E+00,0
9.55E-02,0.00E+00,0
3.69E-03,0.00E+00,0
3.45E-03,0.00E+00,0
2.87E-03,0.00E+00,0
1.24E-02,0.00E+00,0
5.59E-03,0.00E+00,0
4.31E-01,1.00E+00,0
6.87E-03,0.00E+00,0
5.79E-03,0.00E+00,0
4.98E-03,0.00E+00,0
6.70E-03,0.00E+00,0
3.70E-03,0.00E+00,0
1.26E-02,0.00E+00,0
4.26E-03,0.00E+00,0
1.08E-02,0.00E+00,0
1.08E-02,1.00E+00,0
4.79E-03,1.00E+00,0
7.90E-01,1.00E+00,0
2.93E-03,0.00E+00,0
3.75E-03,0.00E+00,0
5.71E-03,0.00E+00,0
4.19E-01,1.00E+00,0
4.76E-03,0.00E+00,0
2.93E-03,0.00E+00,0
5.10E-03,0.00E+00,0
2.50E-03,0.00E+00,0
4.03E-03,1.00E+00,0
2.75E-03,0.00E+00,0
6.54E-03,0.00E+00,0
2.23E-03,0.00E+00,0
5.04E-02,1.00E+00,0
5.51E-03,0.00E+00,0
5.73E-03,0.00E+00,0
1.59E-01,1.00E+00,0
9.99E-01,1.00E+00,0
1.86E-02,0.00E+00,0
7.80E-02,1.00E+00,0
8.77E-01,1.00E+00,0
9.21E-01,1.00E+00,0
1.18E-01,1.00E+00,0
4.75E-02,1.00E+00,0
6.60E-01,1.00E+00,0
7.21E-01,1.00E+00,0
4.61E-03,0.00E+00,0
3.46E-03,0.00E+00,0
5.78E-02,1.00E+00,0
1.81E-02,1.00E+00,0
6.69E-02,1.00E+00,0
6.26E-01,1.00E+00,0
1.37E-02,0.00E+00,0
1.30E-02,0.00E+00,0
3.23E-03,0.00E+00,0
7.76E-03,0.00E+00,0
1.35E-02,0.00E+00,0
1.48E-02,0.00E+00,0
8.84E-03,0.00E+00,0
1.30E-02,0.00E+00,0
1.20E-02,0.00E+00,0
6.55E-03,0.00E+00,0
3.94E-03,0.00E+00,0
1.17E-02,0.00E+00,0
3.34E-03,0.00E+00,0
1.43E-02,0.00E+00,0
4.54E-03,0.00E+00,0
6.68E-03,0.00E+00,0
1.53E-02,0.00E+00,0
2.86E-03,0.00E+00,0
1.46E-02,0.00E+00,0
1.40E-02,0.00E+00,0
1.40E-02,0.00E+00,0
1.52E-02,0.00E+00,0
1.12E-02,0.00E+00,0
1.16E-02,0.00E+00,0
1.46E-02,0.00E+00,0
1.30E-02,0.00E+00,0
5.09E-03,0.00E+00,0
3.38E-02,0.00E+00,0
3.99E-01,1.00E+00,0
1.05E-02,0.00E+00,0
1.63E-02,0.00E+00,0
1.50E-02,0.00E+00,0
1.09E-02,0.00E+00,0
6.38E-03,0.00E+00,0
7.13E-03,0.00E+00,0
2.55E-01,1.00E+00,0
4.88E-03,0.00E+00,0
2.88E-03,0.00E+00,0
4.56E-03,0.00E+00,0
1.19E-02,0.00E+00,0
5.57E-03,0.00E+00,0
5.30E-03,0.00E+00,0
1.12E-02,0.00E+00,0
2.09E-01,0.00E+00,0
3.10E-03,0.00E+00,0
1.03E-02,0.00E+00,0
4.22E-03,0.00E+00,0
8.79E-03,0.00E+00,0
2.61E-03,0.00E+00,0
4.63E-03,0.00E+00,0
1.57E-02,0.00E+00,0
6.89E-03,0.00E+00,0
2.83E-03,0.00E+00,0
2.84E-03,0.00E+00,0
5.96E-03,0.00E+00,0
2.29E-03,0.00E+00,0
2.70E-03,0.00E+00,0
3.13E-03,0.00E+00,0
5.95E-03,0.00E+00,0
1.48E-02,0.00E+00,0
1.08E-02,0.00E+00,0
4.30E-03,0.00E+00,0
1.70E-02,0.00E+00,0
5.93E-03,0.00E+00,0
5.04E-03,0.00E+00,0
8.48E-03,0.00E+00,0
1.57E-02,0.00E+00,0
1.38E-02,0.00E+00,0
1.18E-02,0.00E+00,0
6.75E-03,0.00E+00,0
1.26E-02,0.00E+00,0
5.63E-03,0.00E+00,0
5.79E-03,0.00E+00,0
1.18E-02,0.00E+00,0
5.79E-03,0.00E+00,0
1.58E-02,0.00E+00,0
4.42E-03,0.00E+00,0
6.72E-03,0.00E+00,0
6.96E-03,0.00E+00,0
2.98E-03,0.00E+00,0
5.29E-03,0.00E+00,0
1.09E-02,0.00E+00,0
7.85E-03,0.00E+00,0
1.08E-02,0.00E+00,0
4.17E-01,1.00E+00,0
1.18E-01,1.00E+00,0
1.89E-01,1.00E+00,0
9.32E-01,1.00E+00,0
1.56E-02,1.00E+00,0
1.57E-01,1.00E+00,0
1.84E-02,1.00E+00,0
2.68E-01,1.00E+00,0
7.85E-01,1.00E+00,0
1.33E-02,1.00E+00,0
1.27E-01,1.00E+00,0
2.28E-01,1.00E+00,0
6.97E-02,1.00E+00,0
3.22E-02,1.00E+00,0
1.09E-02,1.00E+00,0
4.77E-02,1.00E+00,0
2.31E-01,1.00E+00,0
2.65E-02,1.00E+00,0
9.99E-01,1.00E+00,0
1.39E-01,1.00E+00,0
4.20E-01,1.00E+00,0
1.03E-01,1.00E+00,0
6.47E-02,1.00E+00,0
5.55E-01,1.00E+00,0
1.27E-02,0.00E+00,0
8.51E-03,0.00E+00,0
4.94E-03,0.00E+00,0
1.44E-02,0.00E+00,0
1.40E-02,0.00E+00,0
1.11E-02,1.00E+00,0
2.83E-01,1.00E+00,0
1.13E-02,1.00E+00,0
3.58E-03,0.00E+00,0
2.51E-01,1.00E+00,0
9.22E-02,0.00E+00,0
1.56E-02,1.00E+00,0
7.97E-03,0.00E+00,0
8.35E-03,0.00E+00,0
9.50E-01,1.00E+00,0
1.12E-02,1.00E+00,0
1.77E-01,1.00E+00,0
9.60E-01,1.00E+00,0
1.59E-01,1.00E+00,0
1.78E-01,1.00E+00,0
1.00E-02,0.00E+00,0
1.09E-01,1.00E+00,0
2.66E-02,1.00E+00,0
1.39E-01,1.00E+00,0
1.35E-02,0.00E+00,0
9.77E-03,0.00E+00,0
1.22E-02,0.00E+00,0
3.42E-03,0.00E+00,0
1.26E-02,0.00E+00,0
9.67E-03,0.00E+00,0
8.78E-03,0.00E+00,0
1.27E-02,1.00E+00,0
2.66E-02,0.00E+00,0
1.42E-02,0.00E+00,0
7.66E-03,0.00E+00,0
4.70E-01,1.00E+00,0
8.02E-03,0.00E+00,0
4.10E-02,0.00E+00,0
2.22E-02,0.00E+00,0
7.86E-03,0.00E+00,0
5.05E-03,0.00E+00,0
5.74E-03,0.00E+00,0
1.67E-01,0.00E+00,0
6.11E-03,0.00E+00,0
1.63E-01,0.00E+00,0
1.28E-02,0.00E+00,0
8.61E-03,0.00E+00,0
8.65E-03,0.00E+00,0
5.55E-01,1.00E+00,0
1.07E-02,0.00E+00,0
8.03E-03,0.00E+00,0
2.89E-01,1.00E+00,0
3.43E-03,0.00E+00,0
1.46E-02,1.00E+00,0
3.05E-03,0.00E+00,0
5.67E-02,0.00E+00,0
7.78E-03,0.00E+00,0
1.13E-02,0.00E+00,0
1.18E-02,0.00E+00,0
5.09E-03,0.00E+00,0
1.59E-02,0.00E+00,0
9.82E-01,1.00E+00,0
2.88E-03,0.00E+00,0
2.85E-03,0.00E+00,0
9.01E-03,0.00E+00,0
2.95E-03,0.00E+00,0
6.82E-03,0.00E+00,0
6.89E-03,0.00E+00,0
4.92E-03,0.00E+00,0
5.64E-03,0.00E+00,0
4.36E-03,0.00E+00,0
4.25E-03,0.00E+00,0
8.31E-03,0.00E+00,0
9.25E-01,1.00E+00,0
1.19E-02,0.00E+00,0
8.25E-03,0.00E+00,0
5.74E-02,1.00E+00,0
3.94E-03,0.00E+00,0
1.31E-02,0.00E+00,0
1.82E-02,0.00E+00,0
9.80E-03,0.00E+00,0
1.52E-02,0.00E+00,0
3.03E-03,0.00E+00,0
3.93E-03,0.00E+00,0
9.10E-03,0.00E+00,0
3.00E-03,0.00E+00,0
2.75E-03,0.00E+00,0
2.39E-03,0.00E+00,0
2.52E-03,0.00E+00,0
4.67E-03,0.00E+00,0
6.56E-03,0.00E+00,0
2.94E-03,0.00E+00,0
3.09E-03,0.00E+00,0
2.42E-03,0.00E+00,0
4.30E-03,0.00E+00,0
2.79E-03,0.00E+00,0
3.45E-03,0.00E+00,0
6.00E-03,0.00E+00,0
2.84E-03,0.00E+00,0
3.30E-03,0.00E+00,0
8.34E-03,0.00E+00,0
3.06E-03,0.00E+00,0
2.80E-03,0.00E+00,0
2.36E-03,0.00E+00,0
2.09E-03,0.00E+00,0
2.59E-03,0.00E+00,0
2.34E-03,0.00E+00,0
2.56E-03,0.00E+00,0
2.82E-03,0.00E+00,0
2.45E-03,0.00E+00,0
3.07E-03,0.00E+00,0
3.10E-03,0.00E+00,0
8.80E-03,0.00E+00,0
2.92E-03,0.00E+00,0
9.59E-03,0.00E+00,0
4.85E-03,0.00E+00,0
2.72E-03,0.00E+00,0
4.77E-03,0.00E+00,0
3.59E-03,0.00E+00,0
4.68E-03,0.00E+00,0
4.23E-01,0.00E+00,0
1.28E-02,0.00E+00,0
4.30E-03,0.00E+00,0
3.59E-03,0.00E+00,0
3.10E-03,0.00E+00,0
4.76E-01,1.00E+00,0
3.23E-03,0.00E+00,0
1.15E-02,0.00E+00,0
3.75E-03,0.00E+00,0
1.05E-02,0.00E+00,0
5.72E-01,1.00E+00,0
3.51E-03,0.00E+00,0
1.33E-02,0.00E+00,0
8.65E-03,0.00E+00,0
5.10E-03,0.00E+00,0
3.18E-03,0.00E+00,0
1.42E-02,0.00E+00,0
1.24E-02,0.00E+00,0
1.53E-02,0.00E+00,0
1.26E-02,0.00E+00,0
1.50E-02,0.00E+00,0
1.13E-02,0.00E+00,0
1.14E-02,0.00E+00,0
1.06E-02,1.00E+00,0
1.26E-02,0.00E+00,0
1.16E-02,0.00E+00,0
9.46E-03,0.00E+00,0
1.09E-02,0.00E+00,0
4.07E-03,0.00E+00,0
1.56E-02,0.00E+00,0
1.12E-02,0.00E+00,0
1.07E-02,0.00E+00,0
1.11E-02,0.00E+00,0
1.62E-02,0.00E+00,0
1.47E-02,0.00E+00,0
6.16E-03,0.00E+00,0
8.96E-03,0.00E+00,0
1.37E-02,0.00E+00,0
1.52E-02,0.00E+00,0
1.36E-02,0.00E+00,0
1.49E-02,0.00E+00,0
4.77E-03,0.00E+00,0
3.76E-01,1.00E+00,0
1.44E-01,0.00E+00,0
1.36E-02,0.00E+00,0
9.62E-03,0.00E+00,0
9.94E-01,1.00E+00,0
1.03E-02,0.00E+00,0
1.45E-02,0.00E+00,0
7.43E-03,0.00E+00,0
6.91E-03,0.00E+00,0
1.53E-02,0.00E+00,0
4.96E-03,0.00E+00,0
6.70E-03,0.00E+00,0
4.86E-03,0.00E+00,0
4.19E-03,0.00E+00,0
2.85E-03,0.00E+00,0
6.14E-03,0.00E+00,0
8.29E-03,0.00E+00,0
1.28E-02,0.00E+00,0
4.36E-03,0.00E+00,0
3.40E-03,0.00E+00,0
2.76E-03,0.00E+00,0
1.18E-02,0.00E+00,0
2.97E-03,0.00E+00,0
2.52E-03,0.00E+00,0
3.12E-03,0.00E+00,0
2.90E-03,0.00E+00,0
2.91E-03,0.00E+00,0
6.61E-03,0.00E+00,0
6.92E-03,0.00E+00,0
1.35E-02,0.00E+00,0
5.39E-03,0.00E+00,0
7.80E-03,0.00E+00,0
3.04E-03,0.00E+00,0
2.75E-03,0.00E+00,0
5.80E-03,0.00E+00,0
2.74E-03,0.00E+00,0
3.88E-03,0.00E+00,0
6.94E-03,0.00E+00,0
3.24E-03,0.00E+00,0
5.55E-03,0.00E+00,0
2.74E-03,0.00E+00,0
2.63E-03,0.00E+00,0
2.68E-03,0.00E+00,0
2.89E-03,0.00E+00,0
8.81E-03,0.00E+00,0
2.73E-03,0.00E+00,0
